HUZ649701.90286	gi|1001942081|gb|131489-132374(+)
2540288451	mge|2746.1|33610-34348(+)
HMPREF0693_2012	mge|2746.1|33610-34348(+)
651137732	mge|2754.1|4521-4737(+)
CHARM068_V1.1095	mge|2754.1|4521-4737(+)
2536320898	gi|974132130|gb|50823-51630(+)
HMPREF0358_1105	mge|2693.1|7299371-7300025(+)
2515628002	mge|2693.1|751970-753041(+)
HUZ647004.8463	mge|2155.1|16492-18775(-)
2506734280	mge|2455.1|63684-64392(-)
HMP40_W6D2.14050	mge|2090.1|71567-73100(+)
HMPREF9694_05378	mge|2337.1|16322-17372(-)
CHARM144_V2.6855	mge|2087.1|6956-8093(-)
CHARM170_V1.23453	mge|2087.1|6956-8093(-)
HUZ243262.2539	gi|270209543|gb|1832-2165(-)
HMP40_W3D6.5115	gi|365189224|dbj|15108-16092(-)
CHARM020_V2.516	gi|725797491|gb|28801-29143(+)
HUZ239360.60121	mge|2486.1|16999-17908(+)
HUZ252644.7753	mge|2609.1|13129-13465(-)
CHARM066_V2.44388	mge|2636.1|46196-46850(+)
HMPREF0693_0608	mge|2693.1|497320-497686(-)
HUZ614244.31621	mge|2693.1|7897821-7899465(-)
CHARM018_V1.1473	gi|601126795|gb|1295-2051(-)
HMPREF9689_01274	mge|2693.1|8444200-8446504(-)
HMPREF0358_2622	mge|2338.1|389-812(-)
CHARM170_V1.29753	mge|2438.1|5771-7157(-)
651114271	gi|953699450|gb|20729-21809(+)
648807121	mge|2137.1|0-1068(-)
VM033.27853	mge|2423.1|14415-15822(-)
HMPREF9689_01349	gi|523473840|gb|20307-21498(+)
HMPREF0693_2016	mge|2746.1|29492-30788(+)
HUZ647004.22744	mge|2455.1|37153-39088(-)
HMPREF0298_0611	gi|113715669|gb|37396-38191(+)
CHARM066_V2.27968	gi|294478921|gb|45436-46231(+)
2536312589	gi|549140478|emb|22958-23762(-)
2600971141	mge|2693.1|5625682-5626567(-)
2531046189	mge|2090.1|71567-73100(+)
CHARM066_V1.28290	mge|2090.1|71567-73100(+)
647498598	gi|148763412|gb|40944-43272(-)
HUZ614244.25982	gi|1001942081|gb|131489-132374(+)
CHARM066_V2.53106	gi|110431069|emb|2062-2332(+)
646637393	gi|119225778|dbj|40248-41895(+)
CHARM066_V2.35561	gi|190410749|gb|9592-9949(+)
HUZ270021.59614	gi|314912616|gb|130-652(+)
HUZ647004.74338	gi|347449230|gb|179504-181475(+)
HUZ243262.2164	gi|353351569|dbj|113704-114247(-)
2539552307	gi|392494233|gb|238-619(+)
HUZ437268.28089	gi|396576808|emb|25917-26787(-)
HUZ265136.52359	gi|761545084|gb|37491-39663(-)
HMPREF9694_02661	mge|2068.1|0-270(+)
647492520	mge|2083.1|29897-30257(-)
HUZ270022.52951	mge|2087.1|0-1563(-)
HUZ643630.49087	mge|2087.1|26813-28010(-)
CHARM018_V1.6684	mge|2137.1|0-1068(-)
CHARM180_V2.49072	mge|2249.1|6460-7969(-)
HMPREF0358_3710	mge|2389.1|30339-30675(+)
2600965864	mge|2427.1|12192-12651(-)
HMPREF0204_11696	mge|2571.1|916-1150(+)
CHARM066_V2.25563	mge|2604.1|0-303(-)
AYAC03W2D1.39406	mge|2639.1|5776-7162(-)
HUZ649701.48469	mge|2677.1|22258-22489(+)
HMPREF0298_1793	mge|2689.1|0-897(-)
HUZ614244.33228	mge|2693.1|5599093-5600920(-)
414_050806.23646	mge|2693.1|7240017-7241286(+)
2534281662	mge|2693.1|8453073-8453601(-)
CHARM150_V1.4617	mge|2755.1|19178-23009(-)
414_050806.9826	mge|2155.1|16492-18775(-)
2534280890	mge|2693.1|8479624-8480671(-)
2625497606	mge|2262.1|43523-44480(-)
645288575	mge|2441.1|0-2355(+)
645290342	mge|2693.1|6888579-6889554(+)
AYAC06W6D6.2928	gi|390607167|gb|77937-78519(+)
CHARM010_V1.33430	mge|2638.1|1213-3841(-)
EMO9W9D3.11541	mge|2630.1|6310-7666(+)
645288852	mge|2672.1|18845-20258(-)
642757720	mge|2326.1|83617-84364(-)
2511724834	mge|2746.1|36965-39191(+)
401_022506.10402	gi|155241668|gb|16580-21434(+)
CHARM154_V1.6938	gi|670143009|gb|105648-106239(+)
HUZ618785.8692	mge|2630.1|6310-7666(+)
CHARM066_V2.16567	mge|2654.1|23992-25555(-)
HUZ621105.25185	mge|2657.1|14361-16890(-)
CHARM018_V2.61551	mge|2693.1|6541786-6543883(+)
CHARM010_V1.34277	mge|2693.1|7526372-7528430(+)
HUZ268380.5456	mge|2755.1|25195-25546(-)
HMPREF0358_2056	mge|2693.1|658875-660165(+)
2600966530	mge|2693.1|778191-779163(-)
CHARM066_V2.1343	gi|154622687|gb|164077-164413(-)
2512478385	gi|451937291|gb|13492-14038(-)
HUZ646173.21651	gi|525335688|gb|44490-45045(+)
AYAC03W2D1.33148	mge|2427.1|12192-12651(-)
CHARM010_V1.23491	mge|2455.1|63684-64392(-)
SRS017520.321-T1-C	mge|2609.1|29646-29922(-)
CHARM066_V1.6222	mge|2485.1|24004-25567(-)
CHARM018_V1.10245	mge|2485.1|24004-25567(-)
HUZ270021.5338	mge|2485.1|24004-25567(-)
AYAC06W6D6.1515	mge|2485.1|24004-25567(-)
HUZ270021.11103	mge|2654.1|23992-25555(-)
VM319.21384	mge|2654.1|23992-25555(-)
CHARM148_V1.1224	mge|2654.1|23992-25555(-)
CHARM018_V2.2409	mge|2654.1|23992-25555(-)
646819597	mge|2654.1|23992-25555(-)
CHARM144_V2.9051	mge|2654.1|23992-25555(-)
HUZ644405.41131	mge|2654.1|23992-25555(-)
HUZ436420.11947	mge|2654.1|23992-25555(-)
CHARM198_V1.11700	mge|2693.1|6560419-6563488(-)
651116035	gi|89212636|gb|29435-33683(+)
HMPREF9689_03086	mge|2647.1|15075-16158(-)
HUZ643630.36601	mge|2087.1|6956-8093(-)
414_050806.37498	gi|823079903|gb|2354-3545(+)
HUZ433466.15778	gi|953700706|gb|6661-7573(+)
HUZ237575.47429	mge|2090.1|70093-71551(+)
2597908639	mge|2335.1|17443-17662(-)
650245924	mge|2364.1|11257-11836(+)
CHARM068_V1.1662	mge|2455.1|44487-44691(+)
HUZ637176.3315	mge|2693.1|5981099-5983595(+)
CHARM198_V1.16412	mge|2693.1|5981099-5983595(+)
HUZ252652.14960	mge|2693.1|6609010-6610177(-)
HUZ252644.53413	mge|2693.1|8238611-8241194(-)
648315438	mge|2090.1|70093-71551(+)
CHARM066_V2.29466	mge|2693.1|5981099-5983595(+)
HUZ243262.13412	gi|670143009|gb|107141-108626(+)
HUZ652354.6489	mge|2090.1|70093-71551(+)
414_050806.52192	mge|2293.1|45856-46438(-)
HUZ239360.47686	mge|2398.1|12000-13884(+)
VM031.8641	mge|2654.1|17474-20309(+)
2539291562	mge|2693.1|7299371-7300025(+)
HUZ243262.1447	mge|2693.1|6541786-6543883(+)
HMPREF9689_02899	mge|2746.1|33610-34348(+)
CHARM170_V1.45308	mge|2090.1|70093-71551(+)
HMPREF0766_10704	mge|2293.1|19266-20172(-)
HMPREF9512_00937	mge|2721.1|13226-13661(+)
648825898	mge|2137.1|0-1068(-)
2535541201	mge|2693.1|7096747-7097782(+)
HMPREF0358_3940	mge|2693.1|7222882-7224241(+)
CHARM020_V2.445	gi|5730257|emb|7258-7930(+)
2541321108	mge|2753.1|15364-16942(-)
2535272263	gi|761545084|gb|37491-39663(-)
SRS011269.3265-T1-C	gi|169260705|gb|8305-8662(+)
CHARM144_V2.30946	gi|238558566|gb|18956-23543(+)
HUZ650047.4794	gi|38731416|gb|90-1266(-)
CHARM154_V1.7914	gi|440584872|emb|33772-38716(+)
HUZ647004.43941	gi|451937291|gb|85-913(+)
HUZ252644.48490	gi|525334851|gb|25084-25864(-)
414_050806.60331	gi|62086024|gb|24254-24908(-)
2534280943	gi|735997577|gb|33817-39589(+)
2535273339	gi|940321201|gb|22569-23778(-)
HUZ436544.9828	mge|2090.1|71567-73100(+)
CHARM018_V2.22732	mge|2260.1|0-771(-)
AYAC03W2D1.19735	mge|2455.1|19874-20564(-)
HUZ239360.55710	mge|2455.1|57772-59023(-)
CHARM144_V2.44758	mge|2456.1|1287-2940(-)
HUZ647004.73319	mge|2497.1|23688-24753(-)
CHARM180_V1.49295	mge|2591.1|4029-5562(-)
645288867	mge|2672.1|64025-65357(-)
HUZ270022.64419	mge|2693.1|568358-569483(-)
CHARM126_V1.31661	mge|2693.1|6041828-6042779(-)
HUZ621105.8022	mge|2693.1|6559315-6560335(+)
HUZ237575.25224	mge|2693.1|6637716-6639522(+)
2512479603	mge|2693.1|7539148-7539907(+)
HMPREF0693_0392	mge|2693.1|8135025-8135739(+)
HUZ621105.20057	mge|2693.1|8238611-8241194(-)
2539554597	gi|761545084|gb|37491-39663(-)
CHARM018_V1.296	mge|2293.1|19266-20172(-)
HUZ237575.20321	mge|2293.1|19266-20172(-)
HUZ648375.12690	mge|2364.1|11943-13206(+)
CHARM018_V1.4929	gi|723039928|gb|157439-158450(+)
2548868710	mge|2591.1|4029-5562(-)
2541320199	gi|113715669|gb|37396-38191(+)
HUZ252652.14568	mge|2293.1|19266-20172(-)
HUZ644405.55016	mge|2427.1|12192-12651(-)
HMP40_W6D2.42218	mge|2667.1|8121-9750(-)
HUZ646173.34397	mge|2693.1|8238611-8241194(-)
HUZ616187.6803	gi|169260705|gb|14640-15492(+)
HUZ649701.30393	gi|78675276|dbj|161632-162778(-)
2541322573	mge|2428.1|2342-2621(-)
CHARM018_V2.25201	mge|2438.1|5771-7157(-)
650310689	mge|2455.1|19874-20564(-)
HMPREF0693_2069	mge|2693.1|520280-520565(-)
2512390919	mge|2693.1|5746914-5747229(-)
HUZ612660.3314	mge|2633.1|30510-31266(+)
2535596005	gi|62086016|gb|9055-9925(+)
HMP40_W6D2.40697	mge|2693.1|7240017-7241286(+)
645287996	mge|2693.1|8115378-8115840(-)
2625474677	mge|2693.1|6541786-6543883(+)
HUZ613213.11232	gi|343178336|emb|87710-88634(+)
CHARM010_V1.10613	gi|451936982|gb|18926-19274(-)
2522076156	gi|62086040|gb|118471-119140(-)
HUZ239360.53317	gi|827199624|gb|91234-91399(+)
CHARM018_V2.2358	mge|2087.1|35789-36452(-)
HUZ647004.77382	mge|2124.1|17893-18772(+)
HUZ619698.8176	mge|2132.1|5043-5703(+)
2514526228	mge|2253.1|9104-10373(+)
CHARM066_V2.37918	mge|2276.1|15628-17794(+)
VM033.31445	mge|2276.1|38754-40239(+)
HUZ437268.57117	mge|2313.1|7396-8977(+)
HUZ644405.50295	mge|2455.1|46001-47252(-)
CHARM066_V2.63141	mge|2615.1|19583-20507(+)
2539548900	mge|2755.1|32969-33149(-)
HMPREF0693_1941	mge|2693.1|588780-589896(-)
2539549840	gi|225921408|gb|38626-39349(-)
HUZ621105.2305	gi|921957854|gb|9597-10320(-)
HUZ606424.18030	mge|2693.1|6302490-6303531(-)
HUZ649701.21736	mge|2667.1|8121-9750(-)
CHARM144_V2.11934	gi|390607167|gb|77937-78519(+)
HUZ648375.18282	gi|1007010373|gb|52585-52957(+)
2512479892	gi|451937291|gb|13492-14038(-)
CHARM066_V2.61395	gi|675218243|emb|110955-111582(+)
HUZ252644.50544	gi|732919863|gb|37285-38755(+)
HUZ651102.19214	mge|2081.1|22336-22537(+)
VM319.58420	mge|2631.1|4164-4926(+)
HMP40_W6D2.16694	mge|2636.1|43822-44029(+)
CHARM018_V2.61486	mge|2672.1|39213-41682(+)
CHARM154_V1.7066	mge|2672.1|39213-41682(+)
2535592057	mge|2693.1|7539998-7540238(+)
2506734402	mge|2693.1|7539998-7540238(+)
HUZ237575.28272	mge|2693.1|778191-779163(-)
CHARM180_V1.32020	gi|78675276|dbj|162734-163394(-)
CHARM198_V1.12812	mge|2155.1|16492-18775(-)
CHARM018_V2.25202	mge|2090.1|71567-73100(+)
CHARM180_V1.43538	gi|270209279|gb|17780-19022(+)
CHARM170_V1.1009	gi|873379035|gb|88504-90730(-)
2509603695	gi|873379035|gb|88504-90730(-)
2539291786	mge|2152.1|17529-19311(+)
HUZ648786.51066	mge|2693.1|8238611-8241194(-)
648681693	mge|2761.1|14216-16529(+)
644129812	gi|18152331|emb|24250-25492(+)
CHARM018_V2.43169	gi|402760744|gb|21046-21301(-)
CHARM018_V2.28673	mge|2497.1|23688-24753(-)
HUZ621105.19567	mge|2632.1|20503-20752(-)
651016696	mge|2693.1|6302490-6303531(-)
642722334	mge|2693.1|4668364-4670341(+)
AYAC05W6D2.4340	gi|545609211|gb|14498-15284(+)
2512480042	mge|2657.1|2405-3173(-)
648315906	gi|761545084|gb|37491-39663(-)
CHARM066_V2.33418	mge|2249.1|6460-7969(-)
HUZ644405.64492	mge|2455.1|37153-39088(-)
HUZ252644.17881	mge|2630.1|6310-7666(+)
CHARM066_V2.39933	gi|390607167|gb|80527-84244(+)
CHARM066_V2.27746	mge|2654.1|23992-25555(-)
HUZ646173.42619	mge|2693.1|6042775-6043279(-)
SRS015168.1104-T1-C	gi|38731487|gb|118-1294(-)
2539291847	mge|2693.1|814614-815565(+)
HMPREF9689_03702	mge|2693.1|7936103-7937741(+)
HMPREF9694_02169	mge|2693.1|7936103-7937741(+)
648801670	mge|2428.1|2755-5014(-)
CHARM140_V1.1088	gi|428670858|emb|34958-35324(+)
HUZ238438.3024	gi|428670858|emb|34958-35324(+)
HUZ235500.26467	mge|2276.1|1761-3696(+)
HUZ433466.49295	mge|2440.1|20715-21681(-)
HUZ650302.36081	mge|2693.1|6541786-6543883(+)
648680051	gi|225921408|gb|38626-39349(-)
HUZ612660.2789	mge|2631.1|1853-2618(-)
2541318175	gi|148763412|gb|45943-46315(+)
HUZ649701.66077	gi|451937105|gb|18529-19942(-)
EMO9W8D7.15466	mge|2087.1|6956-8093(-)
CHARM010_V1.40637	mge|2423.1|14415-15822(-)
2601475666	mge|2455.1|59062-60562(-)
HUZ437268.17882	mge|2693.1|6302490-6303531(-)
HMPREF0528_1533	gi|38731416|gb|4471-4876(-)
HUZ268380.3334	mge|2455.1|0-1572(-)
HUZ643591.6989	mge|2639.1|5776-7162(-)
2621256030	gi|1001940386|gb|36035-36905(-)
HUZ237575.23890	gi|1001940386|gb|36035-36905(-)
HUZ621105.21227	mge|2489.1|22783-24520(-)
651115285	gi|428670858|emb|26354-26876(+)
CHARM018_V2.51147	gi|823079846|gb|273-2388(+)
HUZ252644.46585	mge|2369.1|7589-9143(+)
CHARM066_V1.36771	mge|2633.1|10356-10917(-)
HUZ647004.25165	mge|2155.1|16492-18775(-)
2533891548	mge|2090.1|71567-73100(+)
HUZ436911.54079	mge|2276.1|15628-17794(+)
HMPREF0358_3683	mge|2293.1|18721-19267(-)
2535540564	mge|2364.1|11943-13206(+)
2511724452	mge|2693.1|7902748-7903525(-)
EM06W5D5.1273	mge|2293.1|19266-20172(-)
2507124057	gi|678223191|gb|50750-51713(+)
CHARM018_V2.38524	mge|2087.1|6956-8093(-)
HUZ647004.9143	mge|2497.1|23688-24753(-)
CHARM144_V1.19071	mge|2667.1|8121-9750(-)
2534280481	mge|2693.1|658875-660165(+)
642646368	mge|2455.1|59062-60562(-)
650183114	mge|2693.1|6541786-6543883(+)
2536311938	gi|124389331|gb|20855-21236(+)
HUZ243260.4765	gi|215536964|gb|8662-13345(+)
HUZ613213.30702	gi|227825952|gb|17771-18707(+)
HMPREF9694_01938	gi|292660584|gb|51040-51403(+)
HUZ252644.22769	gi|353351569|dbj|131728-133879(-)
HUZ437268.12991	gi|408385650|gb|7142-7403(+)
CHARM014_V1.183	gi|428670858|emb|34958-35324(+)
401_022506.4093	gi|451937170|gb|25261-26290(-)
HUZ436911.58433	gi|451939597|gb|23963-24176(-)
414_050806.25111	gi|451939597|gb|35925-37047(+)
HUZ649701.50124	gi|45504618|gb|19121-19460(+)
HUZ432163.48400	gi|50261575|gb|18470-19592(-)
AYAC05W3D7.13314	gi|62086018|gb|12445-13378(+)
2507122714	gi|670142404|gb|31100-31421(-)
HUZ239360.51126	gi|685041968|emb|0-456(+)
HUZ646173.34204	gi|723039928|gb|157439-158450(+)
HUZ252652.11496	gi|725797491|gb|28801-29143(+)
HUZ647004.69113	mge|2087.1|24598-24841(-)
648679587	mge|2090.1|70093-71551(+)
HUZ646173.29891	mge|2124.1|1747-3682(+)
CHARM144_V2.45784	mge|2132.1|5043-5703(+)
414_050806.35964	mge|2139.1|21833-22295(-)
HUZ270022.70994	mge|2249.1|6460-7969(-)
HUZ432163.40212	mge|2276.1|10055-11417(+)
HUZ421083.36468	mge|2276.1|17894-18587(+)
HUZ265136.35512	mge|2276.1|18889-19078(+)
CHARM020_V2.2242	mge|2336.1|10649-11666(-)
CHARM126_V2.7291	mge|2336.1|10649-11666(-)
HUZ649701.74633	mge|2428.1|5010-5448(-)
CHARM066_V2.56697	mge|2438.1|5771-7157(-)
2520353634	mge|2474.1|29465-30077(-)
HMPREF0358_2117	mge|2542.1|28571-30110(+)
646148751	mge|2571.1|916-1150(+)
2515674163	mge|2571.1|916-1150(+)
CHARM066_V2.52260	mge|2621.1|38965-40972(+)
CHARM180_V1.14728	mge|2693.1|527472-530103(-)
SRS055298.1706-T1-C	mge|2693.1|6560419-6563488(-)
HUZ270021.42242	mge|2693.1|6851776-6853576(-)
CHARM018_V1.42210	mge|2693.1|7141030-7142923(+)
HUZ618785.4095	mge|2693.1|7158871-7159357(+)
HUZ649701.64285	mge|2693.1|7962195-7963260(+)
CHARM066_V1.38691	mge|2693.1|8238611-8241194(-)
HUZ270021.36137	mge|2693.1|8447530-8448484(+)
VM021.10283	mge|2755.1|47431-48562(+)
HUZ621105.3903	gi|451937037|gb|20664-21843(-)
648680778	gi|353351569|dbj|131728-133879(-)
2638610555	mge|2497.1|23688-24753(-)
650087645	mge|2746.1|28591-29488(+)
HUZ647004.53924	gi|451939597|gb|2235-3321(-)
642721308	mge|2693.1|6676133-6677339(+)
2530617935	mge|2694.1|7305-7941(+)
642759721	mge|2693.1|7239361-7240000(+)
2514446615	gi|873379035|gb|88504-90730(-)
SRS055298.4648-T1-C	mge|2761.1|1182-3066(+)
644290577	gi|953699450|gb|20729-21809(+)
642645707	mge|2090.1|71567-73100(+)
642758226	gi|910307833|gb|40235-41327(-)
645288880	mge|2672.1|83246-84272(-)
HMPREF1372_03274	gi|22217797|emb|19212-20265(+)
HUZ646173.17097	gi|314912616|gb|130-652(+)
CHARM180_V1.41887	gi|694818060|gb|13057-15277(+)
650087204	mge|2693.1|6773830-6774319(-)
401_022506.7469	mge|2693.1|8238611-8241194(-)
2511725711	mge|2693.1|842443-843859(-)
HUZ614244.23291	gi|953699450|gb|20729-21809(+)
SRS015425.2440-T1-C	mge|2293.1|19266-20172(-)
HMPREF0358_5219	mge|2293.1|19266-20172(-)
2514650956	mge|2693.1|6609010-6610177(-)
HUZ646173.40313	mge|2693.1|7526372-7528430(+)
2515624261	mge|2693.1|8115378-8115840(-)
CHARM110_V2.30693	gi|451937233|gb|12929-13325(-)
645289803	mge|2578.1|0-1167(+)
2515624784	mge|2485.1|24004-25567(-)
645288916	mge|2485.1|24004-25567(-)
HUZ606424.22288	mge|2090.1|70093-71551(+)
HUZ636460.57484	mge|2090.1|71567-73100(+)
HUZ613376.8242	mge|2621.1|38965-40972(+)
HUZ239360.61285	mge|2693.1|7240017-7241286(+)
414_050806.50363	mge|2693.1|7733973-7734591(-)
HUZ619089.21550	gi|545609211|gb|11811-13209(+)
HUZ433466.50560	mge|2693.1|6302490-6303531(-)
414_050806.57716	mge|2746.1|30791-31832(+)
650765201	mge|2364.1|11257-11836(+)
2514523880	mge|2693.1|6900710-6901277(+)
2539292232	mge|2716.1|5309-6167(-)
HUZ646173.40362	gi|525334607|gb|9-474(+)
CHARM154_V2.23723	gi|586908032|gb|32133-33468(+)
CHARM126_V1.32239	mge|2621.1|38965-40972(+)
HUZ270021.15563	mge|2693.1|7936103-7937741(+)
2533890932	mge|2693.1|6609010-6610177(-)
2601475671	mge|2455.1|63684-64392(-)
414_050806.12669	gi|928541549|gb|58772-59726(+)
HUZ647004.75441	gi|451939597|gb|45234-46302(-)
CHARM018_V2.28973	gi|50261575|gb|4607-6071(+)
CHARM154_V1.8550	gi|50261575|gb|6839-8255(-)
CHARM018_V2.58188	gi|732169876|emb|3427-4825(+)
HUZ434043.17165	mge|2090.1|71567-73100(+)
HUZ648375.18375	mge|2441.1|45252-45564(-)
644335536	mge|2571.1|916-1150(+)
CHARM066_V2.58015	mge|2604.1|0-303(-)
2515631637	mge|2667.1|15601-17755(+)
414_050806.55933	mge|2693.1|7539998-7540238(+)
HUZ651102.53449	mge|2693.1|8221391-8222957(-)
CHARM010_V1.839	mge|2155.1|16492-18775(-)
HUZ621105.23309	mge|2090.1|70093-71551(+)
HMP40_W6D2.42250	mge|2398.1|12000-13884(+)
HUZ636460.39698	mge|2485.1|17483-20324(+)
650433054	gi|953699450|gb|20729-21809(+)
2530838395	mge|2137.1|0-1068(-)
2515222911	mge|2137.1|0-1068(-)
HUZ651102.26870	mge|2636.1|46196-46850(+)
VM027.12617	mge|2636.1|46196-46850(+)
642723052	mge|2693.1|858351-858948(+)
CHARM066_V1.29491	mge|2485.1|17483-20324(+)
650087215	mge|2693.1|778191-779163(-)
HUZ613213.26679	gi|378566411|gb|71971-72883(-)
CHARM018_V1.27259	gi|410809287|gb|125391-126501(-)
HUZ433604.8141	gi|451937037|gb|20664-21843(-)
HMPREF1360_01466	gi|50261575|gb|31185-31662(+)
423_072106.4876	gi|5730257|emb|43443-43629(+)
HUZ646173.48833	gi|78675276|dbj|38315-39437(+)
CHARM170_V1.38291	gi|823079678|gb|2836-5299(-)
HUZ614244.23129	mge|2087.1|35789-36452(-)
HUZ237575.53743	mge|2090.1|70093-71551(+)
HUZ436167.1957	mge|2155.1|16492-18775(-)
CHARM010_V1.20303	mge|2485.1|24004-25567(-)
HUZ643630.22351	mge|2693.1|598329-599580(+)
HUZ649701.76601	mge|2693.1|7936103-7937741(+)
2539550561	gi|940321201|gb|22569-23778(-)
2535593703	gi|50261575|gb|6839-8255(-)
2512480085	gi|5524032|gb|5647-5968(+)
HUZ252652.10082	mge|2489.1|24869-26186(-)
SRS062520.934-T1-C	mge|2754.1|15534-16314(+)
414_050806.40279	gi|974132130|gb|3846-5601(+)
642721333	mge|2693.1|6939675-6941949(-)
647042790	gi|451939597|gb|1100-2138(+)
HUZ621105.6583	gi|2444080|gb|14315-15551(+)
HUZ267383.8691	mge|2693.1|6609010-6610177(-)
AYAC05W3D7.7777	mge|2693.1|7141030-7142923(+)
HUZ621105.6362	mge|2693.1|778191-779163(-)
HMP40_W6D2.26671	mge|2155.1|16492-18775(-)
650088478	mge|2693.1|5599093-5600920(-)
2517208473	mge|2693.1|8442200-8443541(-)
HUZ239360.54843	gi|226823036|gb|14952-17865(+)
648681479	gi|320006252|gb|30181-31318(-)
HUZ239360.41326	gi|347449230|gb|343973-344114(+)
2546876528	gi|50261575|gb|22864-23146(+)
HUZ636460.22536	gi|701946569|gb|34412-35192(+)
CHARM170_V2.52036	gi|823080308|gb|59721-60252(+)
HUZ647004.55308	gi|941579290|gb|13878-15999(+)
HMPREF1360_00558	mge|2262.1|43523-44480(-)
CHARM066_V2.64383	mge|2428.1|6519-7443(+)
414_050806.39151	mge|2441.1|2595-2868(+)
648815531	mge|2600.1|6425-6884(-)
HUZ649360.14700	mge|2621.1|38965-40972(+)
2536321500	mge|2663.1|95048-95951(+)
SRS055298.2313-T1-C	mge|2693.1|5981099-5983595(+)
HUZ436564.5750	mge|2693.1|6560419-6563488(-)
HUZ436167.5688	mge|2693.1|720778-723265(-)
HUZ644405.73559	mge|2693.1|7897821-7899465(-)
CHARM144_V1.27600	mge|2693.1|7936103-7937741(+)
HUZ239360.67021	mge|2693.1|8221391-8222957(-)
HUZ433604.4996	mge|2693.1|8447530-8448484(+)
2536313002	gi|238558566|gb|10035-11340(+)
CHARM180_V1.29206	mge|2087.1|6956-8093(-)
414_050806.28976	mge|2693.1|6560419-6563488(-)
HUZ649701.61072	mge|2090.1|55208-56324(+)
VM033.5753	mge|2249.1|6460-7969(-)
HUZ647004.34397	gi|873379035|gb|88504-90730(-)
648815998	mge|2293.1|19266-20172(-)
EM04W10D3.560	mge|2293.1|19266-20172(-)
650432319	mge|2293.1|19266-20172(-)
CHARM144_V2.51869	gi|37956696|gb|13508-15623(+)
HUZ648375.20000	mge|2081.1|13986-15138(-)
414_050806.57032	mge|2693.1|6264648-6266733(+)
HMP40_W6D2.16141	mge|2693.1|6560419-6563488(-)
HMPREF9512_00943	mge|2721.1|14767-15355(+)
HMPREF0358_4664	gi|946713800|dbj|20785-22723(+)
HUZ647004.74705	mge|2393.1|24317-25952(-)
CHARM170_V2.13840	mge|2485.1|24004-25567(-)
HMPREF9711_02897	mge|2571.1|916-1150(+)
HUZ614244.15495	mge|2654.1|23992-25555(-)
CHARM066_V1.11057	mge|2677.1|22258-22489(+)
CHARM066_V2.41329	mge|2677.1|22258-22489(+)
CHARM180_V1.39805	mge|2693.1|6560419-6563488(-)
2539555605	mge|2090.1|70093-71551(+)
HMPREF1372_00197	gi|694818060|gb|24068-24401(+)
HUZ237575.50603	gi|823079903|gb|107-2234(+)
642722027	mge|2693.1|7090880-7091207(-)
2515627051	mge|2571.1|0-738(+)
HMPREF9694_01377	mge|2746.1|33610-34348(+)
HMP40_W6D2.37702	gi|699753118|gb|20187-20679(+)
2539555697	mge|2140.1|0-456(-)
645288036	mge|2342.1|9933-10788(+)
CHARM010_V1.18814	mge|2693.1|6541786-6543883(+)
HUZ235500.37623	mge|2438.1|5771-7157(-)
CHARM198_V1.20580	mge|2621.1|38965-40972(+)
HUZ252644.41970	mge|2672.1|12281-13142(-)
HMPREF1343_01533	mge|2423.1|14415-15822(-)
2514651097	mge|2693.1|6626765-6629492(+)
HUZ239423.7286	gi|169260705|gb|16500-17730(+)
401_030106.3395	gi|21954650|gb|35593-36511(+)
2600977329	gi|641468695|gb|125296-125668(+)
CHARM066_V2.59783	gi|670143009|gb|105648-106239(+)
2535540517	gi|738492433|gb|22596-22971(+)
CHARM066_V2.53491	gi|817034960|gb|151330-151801(+)
HUZ436911.42112	gi|921957998|gb|35854-36091(-)
HUZ239423.3186	mge|2455.1|39719-40856(-)
CHARM018_V2.59885	mge|2456.1|9616-12577(+)
HUZ270021.59378	mge|2485.1|17483-20324(+)
HMPREF0693_0514	mge|2563.1|19256-19724(-)
CHARM066_V2.55257	mge|2672.1|66273-67200(-)
645288882	mge|2672.1|88232-88814(-)
CHARM018_V1.45755	mge|2693.1|527472-530103(-)
CHARM018_V1.40282	mge|2693.1|5360231-5362220(+)
HUZ647004.40874	mge|2693.1|5981099-5983595(+)
CHARM110_V2.34584	mge|2693.1|598329-599580(+)
HMPREF9514_01084	mge|2693.1|6559315-6560335(+)
CHARM180_V1.48330	mge|2693.1|6559315-6560335(+)
2514650752	mge|2693.1|6773830-6774319(-)
HUZ270021.65411	mge|2693.1|7747124-7747565(-)
HUZ606424.15262	mge|2693.1|8238611-8241194(-)
CHARM170_V2.52357	mge|2693.1|921335-922787(-)
HUZ237575.46327	mge|2746.1|40342-42613(+)
HMPREF0693_3231	mge|2767.1|729-1287(+)
647492844	gi|353351569|dbj|131728-133879(-)
AYAC03W2D1.34501	mge|2693.1|7526372-7528430(+)
HUZ613213.16247	mge|2155.1|16492-18775(-)
HUZ649360.6934	mge|2087.1|35789-36452(-)
648047961	mge|2428.1|10244-11387(-)
644334820	mge|2090.1|70093-71551(+)
CHARM154_V2.7928	mge|2455.1|37153-39088(-)
HUZ237314.5794	mge|2137.1|0-1068(-)
HUZ239360.62924	mge|2155.1|16492-18775(-)
2529737298	gi|823079903|gb|2354-3545(+)
647494463	gi|390607167|gb|77937-78519(+)
